klasa,przedmiot,czas_nauki,forma_nauki,coursebook1,notebook2,notebooks3,apps4,websites5,flashards6,books7,prosGoodMark,prosInterest,prosPositivMark,prosJoy,prosJob,prosStudies,zleSam1,napietyPlan2,niechec3,rozrywka4,zycieTow5,podejscie1,determinacja2,podzialCzasu3,rozkladNauki4,rezRozrywka5,nauczyciel,pytania,ocena,prognozaOceny,motywacjaPo,aktualnaMotywacja,plec
pierwszej,inny,do5Godzin,intensywnie,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,prawidlowyPrzebieg,nieNie,db,nizsza,chcePracowac,3,K
pierwszej,maturalny,brak,brak,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,prawidlowyPrzebieg,nieTak,dop,nizsza,chcePracowac,2,M
pierwszej,maturalny,powyzej5Godzin,skrupulatnie,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,pilnowal,takNie,dop,nizsza,mocnoMaleje,1,BO
drugiej,maturalny,doGodziny,intensywnie,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,pilnowal,nieNie,bdb,dokladnie,bezZmian,2,M
trzeciej,maturalny,do5Godzin,intensywnie,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,prawidlowyPrzebieg,takTak,db,nizsza,mocnoMaleje,3,K
pierwszej,inny,powyzej5Godzin,kompleksowo,1,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,prawidlowyPrzebieg,nieNie,db,dokladnie,chcePracowac,3,K
drugiej,inny,do5Godzin,skrupulatnie,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,pilnowal,takTak,ndst,dokladnie,bezZmian,1,BO
drugiej,inny,do5Godzin,pobieznie,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,prawidlowyPrzebieg,takTak,bdb,wyzsza,chcePracowac,3,M
trzeciej,maturalny,powyzej5Godzin,kompleksowo,1,1,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,prawidlowyPrzebieg,nieNie,ndst,nizsza,mocnoMaleje,4,K
trzeciej,maturalny,do5Godzin,pobieznie,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,prawidlowyPrzebieg,takNie,ndst,nizsza,lekkoMaleje,2,M
trzeciej,maturalny,powyzej5Godzin,kompleksowo,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,prawidlowyPrzebieg,nieTak,db,nizsza,mocnoMaleje,4,K
drugiej,zawodowy,minuty,pobieznie,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,prawidlowyPrzebieg,takTak,dst,wyzsza,bezZmian,1,M
drugiej,maturalny,do5Godzin,intensywnie,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,pilnowal,takNie,ndst,nizsza,mocnoMaleje,3,K
trzeciej,zawodowy,doGodziny,intensywnie,1,1,0,0,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1,0,0,prawidlowyPrzebieg,nieNie,bdb,wyzsza,chcePracowac,3,BO
trzeciej,inny,doGodziny,pobieznie,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,pilnowal,takNie,ndst,dokladnie,bezZmian,1,M
trzeciej,inny,doGodziny,skrupulatnie,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,prawidlowyPrzebieg,nieNie,bdb,dokladnie,mocnoMaleje,1,M
pierwszej,inny,brak,brak,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,prawidlowyPrzebieg,nieNie,celującą,dokladnie,bezZmian,1,K
trzeciej,maturalny,brak,brak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,brakUwagi,nieNie,celującą,dokladnie,bezZmian,1,M
drugiej,inny,brak,brak,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,pilnowal,takTak,dst,dokladnie,mocnoMaleje,1,M
drugiej,inny,brak,brak,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,prawidlowyPrzebieg,nieTak,dst,dokladnie,mocnoMaleje,2,M
pierwszej,zawodowy,brak,pobieznie,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,pilnowal,takTak,db,dokladnie,bezZmian,2,M
drugiej,maturalny,do5Godzin,kompleksowo,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,pilnowal,takTak,dst,dokladnie,mocnoRosnie,3,K
pierwszej,maturalny,do5Godzin,skrupulatnie,1,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,prawidlowyPrzebieg,nieNie,db,nizsza,bezZmian,4,M
trzeciej,maturalny,doGodziny,pobieznie,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,prawidlowyPrzebieg,takTak,db,dokladnie,lekkoMaleje,2,M
drugiej,inny,brak,brak,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,brakUwagi,nieTak,celującą,nizsza,chcePracowac,3,BO
trzeciej,inny,do5Godzin,skrupulatnie,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,prawidlowyPrzebieg,nieNie,db,nizsza,mocnoMaleje,3,M
pierwszej,inny,doGodziny,skrupulatnie,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,prawidlowyPrzebieg,takTak,dst,nizsza,chcePracowac,1,K
trzeciej,maturalny,brak,brak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,prawidlowyPrzebieg,takTak,dst,dokladnie,bezZmian,2,K
drugiej,inny,do5Godzin,intensywnie,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,prawidlowyPrzebieg,takTak,dop,nizsza,lekkoMaleje,3,M
pierwszej,inny,do5Godzin,skrupulatnie,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,prawidlowyPrzebieg,takNie,dop,nizsza,chcePracowac,3,K
drugiej,maturalny,doGodziny,pobieznie,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,prawidlowyPrzebieg,nieTak,dst,dokladnie,bezZmian,2,M
drugiej,maturalny,doGodziny,intensywnie,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,prawidlowyPrzebieg,takTak,dop,dokladnie,chcePracowac,2,M
pierwszej,inny,doGodziny,skrupulatnie,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,pilnowal,nieNie,dst,nizsza,bezZmian,2,M
drugiej,maturalny,doGodziny,pobieznie,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,prawidlowyPrzebieg,takTak,db,dokladnie,chcePracowac,3,BO
drugiej,maturalny,doGodziny,skrupulatnie,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,prawidlowyPrzebieg,nieNie,db,nizsza,lekkoMaleje,1,M
drugiej,inny,do5Godzin,intensywnie,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,prawidlowyPrzebieg,nieNie,db,dokladnie,bezZmian,2,K
drugiej,zawodowy,do5Godzin,skrupulatnie,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,prawidlowyPrzebieg,takNie,ndst,nizsza,mocnoMaleje,1,K
drugiej,maturalny,minuty,pobieznie,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,pilnowal,takNie,ndst,nizsza,bezZmian,2,M
drugiej,zawodowy,minuty,intensywnie,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,prawidlowyPrzebieg,nieNie,celującą,dokladnie,mocnoRosnie,4,K
trzeciej,maturalny,do5Godzin,skrupulatnie,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,prawidlowyPrzebieg,takNie,dst,nizsza,mocnoMaleje,1,K
pierwszej,inny,brak,brak,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,pilnowal,nieNie,dst,nizsza,bezZmian,1,M
pierwszej,maturalny,powyzej5Godzin,kompleksowo,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,prawidlowyPrzebieg,nieNie,bdb,dokladnie,bezZmian,3,BO
drugiej,inny,powyzej5Godzin,intensywnie,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,pilnowal,takNie,ndst,nizsza,mocnoMaleje,1,M
pierwszej,inny,doGodziny,kompleksowo,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,prawidlowyPrzebieg,takNie,dop,nizsza,mocnoMaleje,4,K
drugiej,zawodowy,minuty,pobieznie,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,pilnowal,nieNie,dst,dokladnie,lekkoMaleje,2,M
pierwszej,maturalny,do5Godzin,intensywnie,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,pilnowal,takTak,db,wyzsza,mocnoMaleje,3,K
pierwszej,maturalny,do5Godzin,skrupulatnie,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,pilnowal,nieTak,db,wyzsza,chcePracowac,3,K
trzeciej,maturalny,doGodziny,intensywnie,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,prawidlowyPrzebieg,takNie,ndst,nizsza,mocnoMaleje,1,M
drugiej,maturalny,do5Godzin,skrupulatnie,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,pilnowal,nieNie,db,nizsza,chcePracowac,3,M
drugiej,maturalny,minuty,pobieznie,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,pilnowal,nieNie,db,dokladnie,bezZmian,2,M
pierwszej,maturalny,do5Godzin,skrupulatnie,1,0,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1,brakUwagi,takTak,db,dokladnie,chcePracowac,3,K
pierwszej,inny,doGodziny,intensywnie,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,prawidlowyPrzebieg,nieNie,dst,dokladnie,bezZmian,2,M
trzeciej,zawodowy,powyzej5Godzin,intensywnie,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,prawidlowyPrzebieg,nieNie,celującą,dokladnie,mocnoRosnie,4,K
trzeciej,zawodowy,do5Godzin,skrupulatnie,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,prawidlowyPrzebieg,nieTak,db,nizsza,chcePracowac,2,K
trzeciej,zawodowy,do5Godzin,skrupulatnie,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,prawidlowyPrzebieg,nieTak,bdb,nizsza,mocnoRosnie,2,M
drugiej,zawodowy,doGodziny,pobieznie,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,pilnowal,nieNie,bdb,wyzsza,chcePracowac,4,K
pierwszej,zawodowy,doGodziny,kompleksowo,0,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,prawidlowyPrzebieg,nieNie,bdb,dokladnie,bezZmian,4,M
pierwszej,inny,do5Godzin,intensywnie,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,prawidlowyPrzebieg,nieNie,db,dokladnie,bezZmian,3,M
trzeciej,maturalny,doGodziny,skrupulatnie,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,pilnowal,takNie,ndst,nizsza,lekkoMaleje,3,M
pierwszej,maturalny,powyzej5Godzin,skrupulatnie,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,prawidlowyPrzebieg,takNie,dop,nizsza,lekkoMaleje,2,M
trzeciej,maturalny,do5Godzin,pobieznie,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,prawidlowyPrzebieg,nieTak,dop,nizsza,mocnoMaleje,2,M
pierwszej,inny,do5Godzin,skrupulatnie,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,brakUwagi,takNie,dop,nizsza,mocnoMaleje,2,M
trzeciej,maturalny,minuty,pobieznie,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,prawidlowyPrzebieg,nieTak,dop,nizsza,chcePracowac,2,M
drugiej,maturalny,powyzej5Godzin,kompleksowo,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,pilnowal,nieTak,dst,nizsza,chcePracowac,4,K
pierwszej,maturalny,powyzej5Godzin,intensywnie,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,prawidlowyPrzebieg,takNie,dop,nizsza,lekkoMaleje,2,K
trzeciej,zawodowy,do5Godzin,skrupulatnie,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,pilnowal,nieTak,dst,wyzsza,bezZmian,1,M
trzeciej,maturalny,minuty,intensywnie,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,prawidlowyPrzebieg,takNie,dop,nizsza,chcePracowac,2,M
pierwszej,inny,minuty,intensywnie,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,prawidlowyPrzebieg,nieNie,bdb,nizsza,bezZmian,1,M
drugiej,maturalny,powyzej5Godzin,kompleksowo,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,prawidlowyPrzebieg,takTak,dop,nizsza,mocnoMaleje,4,K
pierwszej,maturalny,minuty,pobieznie,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,prawidlowyPrzebieg,takNie,db,nizsza,chcePracowac,3,M
trzeciej,zawodowy,do5Godzin,intensywnie,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,pilnowal,takNie,dop,nizsza,mocnoMaleje,2,M
drugiej,zawodowy,powyzej5Godzin,skrupulatnie,1,0,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,pilnowal,takNie,ndst,nizsza,mocnoMaleje,1,K
pierwszej,maturalny,doGodziny,skrupulatnie,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,brakUwagi,nieTak,dst,nizsza,lekkoMaleje,1,M
pierwszej,maturalny,minuty,intensywnie,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,pilnowal,nieNie,bdb,nizsza,lekkoMaleje,4,K
pierwszej,maturalny,brak,brak,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,prawidlowyPrzebieg,takTak,dop,wyzsza,bezZmian,1,M
drugiej,maturalny,powyzej5Godzin,kompleksowo,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,pilnowal,nieNie,bdb,wyzsza,bezZmian,2,K
trzeciej,maturalny,brak,brak,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,pilnowal,nieNie,celującą,dokladnie,mocnoRosnie,3,K
pierwszej,inny,do5Godzin,intensywnie,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,pilnowal,nieTak,dst,nizsza,chcePracowac,2,K
trzeciej,maturalny,brak,brak,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,pilnowal,nieNie,celującą,dokladnie,bezZmian,1,M
pierwszej,zawodowy,do5Godzin,kompleksowo,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,prawidlowyPrzebieg,takTak,bdb,dokladnie,bezZmian,1,K
pierwszej,inny,brak,skrupulatnie,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,pilnowal,takNie,dop,nizsza,bezZmian,1,BO
pierwszej,inny,do5Godzin,pobieznie,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,pilnowal,takNie,ndst,dokladnie,chcePracowac,3,K
drugiej,maturalny,brak,brak,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,prawidlowyPrzebieg,takTak,dst,wyzsza,chcePracowac,3,K
pierwszej,maturalny,powyzej5Godzin,intensywnie,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,prawidlowyPrzebieg,takNie,ndst,nizsza,mocnoMaleje,1,K
trzeciej,maturalny,do5Godzin,pobieznie,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,prawidlowyPrzebieg,nieTak,dop,dokladnie,chcePracowac,2,BO
trzeciej,maturalny,powyzej5Godzin,kompleksowo,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,prawidlowyPrzebieg,takTak,db,dokladnie,chcePracowac,2,K
trzeciej,zawodowy,brak,brak,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,prawidlowyPrzebieg,takTak,bdb,wyzsza,bezZmian,5,M
drugiej,zawodowy,brak,brak,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,prawidlowyPrzebieg,nieNie,dst,wyzsza,bezZmian,1,K
drugiej,zawodowy,brak,brak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,pilnowal,takNie,ndst,nizsza,mocnoMaleje,1,K
pierwszej,inny,brak,brak,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,pilnowal,takNie,ndst,nizsza,mocnoMaleje,1,M
pierwszej,inny,doGodziny,skrupulatnie,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,prawidlowyPrzebieg,takNie,dop,nizsza,bezZmian,3,M
pierwszej,maturalny,powyzej5Godzin,skrupulatnie,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,brakUwagi,takNie,ndst,dokladnie,chcePracowac,3,K
trzeciej,maturalny,do5Godzin,intensywnie,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,prawidlowyPrzebieg,nieNie,ndst,nizsza,mocnoRosnie,3,K
pierwszej,maturalny,do5Godzin,pobieznie,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,brakUwagi,takNie,dop,nizsza,lekkoMaleje,2,K
trzeciej,inny,doGodziny,intensywnie,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,pilnowal,nieNie,db,nizsza,lekkoMaleje,4,K
pierwszej,inny,do5Godzin,skrupulatnie,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,prawidlowyPrzebieg,nieTak,db,wyzsza,chcePracowac,2,BO
trzeciej,maturalny,doGodziny,skrupulatnie,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,pilnowal,takNie,dop,nizsza,mocnoMaleje,2,M
pierwszej,inny,powyzej5Godzin,intensywnie,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,brakUwagi,nieTak,dop,nizsza,mocnoMaleje,3,K
trzeciej,inny,brak,pobieznie,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,prawidlowyPrzebieg,nieTak,ndst,dokladnie,chcePracowac,1,K
trzeciej,maturalny,minuty,skrupulatnie,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,prawidlowyPrzebieg,takTak,bdb,dokladnie,mocnoRosnie,5,K
trzeciej,maturalny,doGodziny,skrupulatnie,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,brakUwagi,nieNie,db,dokladnie,chcePracowac,3,K
drugiej,inny,brak,pobieznie,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,brakUwagi,nieNie,bdb,dokladnie,bezZmian,2,K
trzeciej,maturalny,doGodziny,intensywnie,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,prawidlowyPrzebieg,takNie,dop,nizsza,mocnoRosnie,4,K
pierwszej,inny,minuty,brak,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,brakUwagi,nieNie,db,dokladnie,chcePracowac,2,K
pierwszej,inny,doGodziny,intensywnie,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,pilnowal,takTak,dst,wyzsza,mocnoMaleje,3,M
trzeciej,inny,doGodziny,pobieznie,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,prawidlowyPrzebieg,takNie,ndst,nizsza,mocnoMaleje,3,K
pierwszej,maturalny,do5Godzin,skrupulatnie,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,pilnowal,nieTak,dop,nizsza,mocnoMaleje,1,K
pierwszej,maturalny,do5Godzin,kompleksowo,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,pilnowal,nieNie,bdb,dokladnie,mocnoRosnie,4,K
