klasa,przedmiot,czas_nauki,forma_nauki,coursebook1,notebook2,notebooks3,apps4,websites5,flashards6,books7,prosGoodMark,prosInterest,prosPositivMark,prosJoy,prosJob,prosStudies,zleSam1,napietyPlan2,niechec3,rozrywka4,zycieTow5,podejscie1,determinacja2,podzialCzasu3,rozkladNauki4,rezRozrywka5,nauczyciel,pytania,ocena,prognozaOceny,motywacjaPo,aktualnaMotywacja,plec
drugiej,zawodowy,minuty,pobieznie,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,prawidlowyPrzebieg,takNie,dop,nizsza,lekkoMaleje,2,M
trzeciej,inny,do5Godzin,skrupulatnie,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,prawidlowyPrzebieg,nieNie,bdb,dokladnie,mocnoRosnie,5,M
pierwszej,maturalny,powyzej5Godzin,kompleksowo,1,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,pilnowal,nieNie,celującą,dokladnie,mocnoRosnie,5,K
drugiej,zawodowy,brak,brak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,brakUwagi,takNie,ndst,nizsza,mocnoMaleje,1,M
trzeciej,maturalny,doGodziny,intensywnie,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,brakUwagi,nieTak,dst,dokladnie,bezZmian,3,K
pierwszej,maturalny,powyzej5Godzin,kompleksowo,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,pilnowal,nieNie,celującą,dokladnie,mocnoRosnie,5,K
trzeciej,inny,minuty,pobieznie,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,prawidlowyPrzebieg,takNie,ndst,nizsza,mocnoMaleje,1,M
pierwszej,maturalny,do5Godzin,skrupulatnie,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,prawidlowyPrzebieg,nieNie,bdb,dokladnie,mocnoRosnie,5,K
pierwszej,zawodowy,minuty,pobieznie,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,prawidlowyPrzebieg,takNie,dop,dokladnie,lekkoMaleje,2,K
czwartej,zawodowy,do5Godzin,skrupulatnie,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,pilnowal,nieTak,db,dokladnie,chcePracowac,3,M
pierwszej,maturalny,powyzej5Godzin,kompleksowo,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,prawidlowyPrzebieg,nieNie,celującą,dokladnie,mocnoRosnie,5,M
drugiej,maturalny,do5Godzin,skrupulatnie,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,pilnowal,nieNie,bdb,dokladnie,chcePracowac,4,M
trzeciej,maturalny,powyzej5Godzin,kompleksowo,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,pilnowal,nieNie,celującą,dokladnie,mocnoRosnie,5,K
drugiej,maturalny,do5Godzin,kompleksowo,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,prawidlowyPrzebieg,nieNie,bdb,dokladnie,mocnoRosnie,4,K
trzeciej,zawodowy,doGodziny,intensywnie,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,prawidlowyPrzebieg,nieTak,db,dokladnie,bezZmian,3,M
pierwszej,zawodowy,minuty,pobieznie,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,brakUwagi,takNie,dop,wyzsza,mocnoMaleje,1,M
trzeciej,zawodowy,doGodziny,intensywnie,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,prawidlowyPrzebieg,takTak,dst,wyzsza,bezZmian,3,K
czwartej,zawodowy,doGodziny,pobieznie,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,brakUwagi,takTak,dop,nizsza,lekkoMaleje,2,M
trzeciej,inny,brak,brak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,pilnowal,takNie,ndst,nizsza,mocnoMaleje,1,K
pierwszej,inny,brak,brak,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,brakUwagi,takNie,ndst,dokladnie,mocnoMaleje,1,M
czwartej,zawodowy,doGodziny,intensywnie,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,prawidlowyPrzebieg,nieTak,db,nizsza,chcePracowac,3,K
trzeciej,maturalny,powyzej5Godzin,kompleksowo,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,pilnowal,nieNie,celującą,dokladnie,mocnoRosnie,5,K
drugiej,maturalny,do5Godzin,skrupulatnie,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,pilnowal,nieNie,bdb,dokladnie,mocnoRosnie,5,K
trzeciej,zawodowy,doGodziny,intensywnie,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,prawidlowyPrzebieg,nieTak,db,wyzsza,chcePracowac,3,M
trzeciej,inny,minuty,pobieznie,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,brakUwagi,takNie,dop,dokladnie,lekkoMaleje,2,K
pierwszej,maturalny,do5Godzin,skrupulatnie,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,prawidlowyPrzebieg,nieTak,db,nizsza,bezZmian,3,M
czwartej,zawodowy,powyzej5Godzin,kompleksowo,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,prawidlowyPrzebieg,nieNie,celującą,dokladnie,mocnoRosnie,5,K
trzeciej,maturalny,doGodziny,intensywnie,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,brakUwagi,takTak,dst,dokladnie,bezZmian,3,M
czwartej,maturalny,doGodziny,intensywnie,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,prawidlowyPrzebieg,takTak,db,dokladnie,bezZmian,4,M
czwartej,zawodowy,doGodziny,intensywnie,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,prawidlowyPrzebieg,takTak,bdb,wyzsza,bezZmian,4,M
czwartej,inny,minuty,pobieznie,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,prawidlowyPrzebieg,nieTak,dst,dokladnie,bezZmian,3,M
czwartej,inny,doGodziny,intensywnie,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,prawidlowyPrzebieg,takNie,dop,nizsza,lekkoMaleje,3,M
czwartej,zawodowy,do5Godzin,skrupulatnie,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,prawidlowyPrzebieg,nieNie,bdb,dokladnie,mocnoRosnie,5,M
czwartej,zawodowy,brak,brak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,prawidlowyPrzebieg,takNie,ndst,nizsza,lekkoMaleje,2,M
czwartej,maturalny,doGodziny,intensywnie,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,prawidlowyPrzebieg,nieTak,db,dokladnie,bezZmian,4,M
czwartej,inny,minuty,pobieznie,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,prawidlowyPrzebieg,nieTak,dst,wyzsza,bezZmian,3,M
czwartej,maturalny,doGodziny,intensywnie,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,prawidlowyPrzebieg,nieTak,dst,nizsza,bezZmian,3,M
czwartej,zawodowy,doGodziny,intensywnie,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,prawidlowyPrzebieg,takTak,db,wyzsza,bezZmian,4,M
czwartej,inny,minuty,pobieznie,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,brakUwagi,nieTak,dst,wyzsza,bezZmian,3,M
czwartej,maturalny,brak,brak,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,prawidlowyPrzebieg,takNie,ndst,nizsza,bezZmian,2,M
czwartej,inny,brak,brak,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,brakUwagi,nieTak,ndst,wyzsza,bezZmian,1,M
czwartej,zawodowy,minuty,pobieznie,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,brakUwagi,nieTak,dop,dokladnie,bezZmian,2,M
czwartej,maturalny,minuty,intensywnie,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,prawidlowyPrzebieg,nieTak,dop,nizsza,bezZmian,3,M
czwartej,zawodowy,do5Godzin,skrupulatnie,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,brakUwagi,nieNie,bdb,dokladnie,bezZmian,5,M
czwartej,zawodowy,do5Godzin,skrupulatnie,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,prawidlowyPrzebieg,nieTak,celującą,wyzsza,mocnoRosnie,5,M
czwartej,zawodowy,doGodziny,intensywnie,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,brakUwagi,nieTak,dst,dokladnie,bezZmian,3,M
czwartej,maturalny,doGodziny,pobieznie,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,prawidlowyPrzebieg,nieTak,dop,nizsza,bezZmian,3,M
czwartej,inny,minuty,pobieznie,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,prawidlowyPrzebieg,takNie,ndst,nizsza,lekkoMaleje,2,M
czwartej,zawodowy,minuty,pobieznie,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,prawidlowyPrzebieg,nieTak,dop,nizsza,bezZmian,3,M
czwartej,zawodowy,brak,brak,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,brakUwagi,nieTak,ndst,dokladnie,bezZmian,1,M
czwartej,inny,brak,brak,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,prawidlowyPrzebieg,nieTak,ndst,nizsza,lekkoMaleje,1,M
czwartej,zawodowy,minuty,pobieznie,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,brakUwagi,nieTak,dop,nizsza,bezZmian,2,M
czwartej,zawodowy,do5Godzin,intensywnie,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,prawidlowyPrzebieg,nieNie,db,nizsza,bezZmian,4,M
czwartej,inny,doGodziny,intensywnie,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,prawidlowyPrzebieg,nieTak,dst,nizsza,bezZmian,4,M
czwartej,zawodowy,doGodziny,intensywnie,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,prawidlowyPrzebieg,takTak,db,dokladnie,bezZmian,4,M
czwartej,inny,brak,brak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,prawidlowyPrzebieg,takNie,ndst,dokladnie,lekkoMaleje,1,M
czwartej,zawodowy,brak,brak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,brakUwagi,takNie,ndst,dokladnie,lekkoMaleje,1,M
czwartej,zawodowy,doGodziny,intensywnie,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,brakUwagi,nieTak,db,nizsza,bezZmian,3,M
czwartej,zawodowy,doGodziny,skrupulatnie,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,prawidlowyPrzebieg,nieNie,db,nizsza,bezZmian,4,M
czwartej,zawodowy,do5Godzin,skrupulatnie,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,prawidlowyPrzebieg,nieNie,bdb,dokladnie,bezZmian,4,M
czwartej,zawodowy,doGodziny,intensywnie,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,prawidlowyPrzebieg,takTak,dst,nizsza,bezZmian,3,M
czwartej,zawodowy,do5Godzin,skrupulatnie,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,prawidlowyPrzebieg,nieNie,bdb,dokladnie,bezZmian,5,M
czwartej,maturalny,doGodziny,intensywnie,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,prawidlowyPrzebieg,nieTak,db,dokladnie,bezZmian,4,M
czwartej,zawodowy,minuty,pobieznie,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,prawidlowyPrzebieg,nieTak,dst,dokladnie,chcePracowac,3,M
czwartej,inny,minuty,pobieznie,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,brakUwagi,takNie,dst,wyzsza,chcePracowac,3,M
czwartej,zawodowy,doGodziny,intensywnie,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,prawidlowyPrzebieg,takTak,db,dokladnie,bezZmian,3,M
czwartej,zawodowy,doGodziny,intensywnie,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,pilnowal,nieTak,dst,nizsza,bezZmian,4,M
czwartej,inny,minuty,pobieznie,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,brakUwagi,takNie,ndst,nizsza,lekkoMaleje,2,M
czwartej,zawodowy,doGodziny,intensywnie,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,prawidlowyPrzebieg,takTak,dst,dokladnie,bezZmian,3,M
czwartej,maturalny,doGodziny,intensywnie,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,prawidlowyPrzebieg,takTak,dst,dokladnie,bezZmian,3,M
trzeciej,zawodowy,do5Godzin,skrupulatnie,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,prawidlowyPrzebieg,nieNie,bdb,dokladnie,bezZmian,5,M
czwartej,inny,minuty,pobieznie,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,prawidlowyPrzebieg,takNie,dop,nizsza,lekkoMaleje,2,M
czwartej,inny,minuty,pobieznie,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,brakUwagi,takNie,dop,dokladnie,lekkoMaleje,2,M
trzeciej,zawodowy,do5Godzin,skrupulatnie,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,brakUwagi,nieNie,bdb,dokladnie,bezZmian,4,M
trzeciej,maturalny,doGodziny,intensywnie,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,prawidlowyPrzebieg,nieTak,dst,dokladnie,lekkoMaleje,3,M
czwartej,zawodowy,do5Godzin,kompleksowo,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,prawidlowyPrzebieg,nieNie,celującą,dokladnie,mocnoRosnie,5,M
czwartej,maturalny,doGodziny,intensywnie,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,pilnowal,takTak,db,dokladnie,bezZmian,4,M
trzeciej,inny,doGodziny,intensywnie,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,prawidlowyPrzebieg,nieTak,dst,nizsza,lekkoMaleje,3,M
czwartej,zawodowy,do5Godzin,skrupulatnie,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,prawidlowyPrzebieg,nieTak,dst,nizsza,bezZmian,3,M
czwartej,zawodowy,doGodziny,intensywnie,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,prawidlowyPrzebieg,nieTak,dst,wyzsza,bezZmian,3,M
trzeciej,zawodowy,doGodziny,intensywnie,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,prawidlowyPrzebieg,nieTak,db,dokladnie,bezZmian,4,M
czwartej,zawodowy,do5Godzin,skrupulatnie,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,prawidlowyPrzebieg,nieNie,celującą,dokladnie,mocnoRosnie,5,M
czwartej,inny,brak,brak,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,brakUwagi,takNie,ndst,dokladnie,lekkoMaleje,2,M
czwartej,zawodowy,doGodziny,intensywnie,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,prawidlowyPrzebieg,takTak,db,dokladnie,bezZmian,4,M
czwartej,zawodowy,doGodziny,intensywnie,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,brakUwagi,nieNie,db,dokladnie,chcePracowac,4,M
czwartej,maturalny,do5Godzin,skrupulatnie,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,prawidlowyPrzebieg,nieNie,bdb,dokladnie,mocnoRosnie,5,M
trzeciej,zawodowy,do5Godzin,skrupulatnie,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,pilnowal,nieNie,db,nizsza,chcePracowac,5,M
trzeciej,zawodowy,do5Godzin,skrupulatnie,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,brakUwagi,nieNie,bdb,dokladnie,bezZmian,5,M
czwartej,maturalny,do5Godzin,kompleksowo,1,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,prawidlowyPrzebieg,nieNie,celującą,dokladnie,mocnoRosnie,5,M
czwartej,maturalny,doGodziny,skrupulatnie,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,prawidlowyPrzebieg,nieTak,db,dokladnie,bezZmian,4,M
trzeciej,zawodowy,minuty,intensywnie,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,prawidlowyPrzebieg,nieTak,dst,dokladnie,bezZmian,3,M
trzeciej,zawodowy,minuty,pobieznie,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,pilnowal,nieTak,dst,dokladnie,bezZmian,3,M
trzeciej,zawodowy,doGodziny,intensywnie,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,prawidlowyPrzebieg,nieTak,dst,nizsza,chcePracowac,3,M
trzeciej,maturalny,doGodziny,skrupulatnie,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,prawidlowyPrzebieg,nieTak,dst,dokladnie,chcePracowac,3,M
czwartej,maturalny,minuty,intensywnie,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,brakUwagi,nieTak,dst,dokladnie,bezZmian,3,M
czwartej,zawodowy,do5Godzin,kompleksowo,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,prawidlowyPrzebieg,nieNie,bdb,dokladnie,mocnoRosnie,5,M
trzeciej,inny,doGodziny,skrupulatnie,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,pilnowal,nieTak,dst,nizsza,bezZmian,3,M
trzeciej,maturalny,do5Godzin,skrupulatnie,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,pilnowal,nieNie,bdb,dokladnie,chcePracowac,4,K
trzeciej,zawodowy,brak,brak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,brakUwagi,takNie,ndst,dokladnie,lekkoMaleje,1,M
czwartej,zawodowy,minuty,pobieznie,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,brakUwagi,nieTak,dop,nizsza,lekkoMaleje,2,M
czwartej,maturalny,minuty,pobieznie,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,brakUwagi,takNie,dop,nizsza,lekkoMaleje,2,M
czwartej,zawodowy,doGodziny,intensywnie,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,prawidlowyPrzebieg,nieTak,dst,dokladnie,bezZmian,3,M
czwartej,inny,doGodziny,intensywnie,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,pilnowal,nieTak,dst,dokladnie,bezZmian,3,M
czwartej,zawodowy,doGodziny,intensywnie,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,brakUwagi,nieTak,dst,dokladnie,bezZmian,3,M
trzeciej,zawodowy,do5Godzin,skrupulatnie,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,prawidlowyPrzebieg,nieNie,db,nizsza,chcePracowac,4,M
czwartej,zawodowy,doGodziny,intensywnie,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,pilnowal,nieTak,dop,nizsza,lekkoMaleje,2,M
czwartej,maturalny,doGodziny,intensywnie,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,prawidlowyPrzebieg,nieTak,dop,nizsza,lekkoMaleje,2,M
